,Alcaldia,Colonia,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,Cocina_equip,Gimnasio,Amueblado,Alberca,Terraza,Elevador,m2_construido,Baños,Recamaras,Lugares_estac,Precio_m2,Cluster Labels,Conglomerados,NivelSocioEconomico
239,Tlalpan,Fuentes de Tepepan,1.394145868,4.602689024,40.26138524,16.53082059,27.88269774,3.714119071,3.909596219,0.07706095,6.224293847,36.76328842,1,1,0,0,1,1,96,2,2,2,3450,1,MedioAlto,Medio
240,Tlalpan,Miguel Hidalgo,1.394145868,4.602689024,40.26138524,16.53082059,27.88269774,3.714119071,3.909596219,0.07706095,6.224293847,36.76328842,1,1,0,0,1,1,122,2,2,2,3990,1,MedioAlto,Medio
241,Gustavo A. Madero,La Laguna Ticomán,1.399837678,4.985392208,40.21470855,18.20506477,25.42147819,2.923867139,0.295210496,0.048856571,9.532578887,43.85910774,1,0,0,0,0,1,54,1,2,1,750,2,MedioBajo,Medio
242,Gustavo A. Madero,Lindavista Vallejo,1.399837678,4.985392208,40.21470855,18.20506477,25.42147819,2.923867139,0.295210496,0.048856571,9.532578887,43.85910774,1,0,0,0,1,0,72,1,2,1,932.067,2,MedioBajo,Medio
243,Tlahuac,Los olivos ,1.536913337,4.49549339,46.56212056,20.04845108,26.77807249,5.035623674,0.957674682,0.096288565,9.610346519,52.74994473,1,0,0,0,0,0,42,1,2,1,1157,2,MedioBajo,Medio
244,Venustiano Carranza,Recursos Hidráulicos 4 Árboles,1.024372742,6.37400969,43.62497337,16.35122504,28.24529055,2.280092264,0.055234173,0.03580462,8.154876925,39.08365943,1,0,0,0,1,0,44,1,2,0,970,2,MedioBajo,Medio
245,Iztapalapa,Santa Martha Acatitla,1.857685118,5.622804973,47.82131159,21.69379967,32.20292505,4.541025503,0.705162313,0.167437985,9.555907492,50.08134928,1,0,0,0,0,0,42,1,2,1,561.4,2,MedioBajo,Medio
246,Alvaro Obregon,Santa Fe,1.339167466,5.683629831,42.85247393,17.83120804,23.73768817,3.189615113,0.282936656,0.026174133,6.976225541,36.60403866,1,1,0,1,1,1,147,2,3,4,6900,1,MedioAlto,Medio
247,Milpa alta,Emiliano Zapata,2.799420544,3.813899498,51.22951437,23.45615717,30.32311029,8.532997867,6.465903091,0.227029432,13.05936402,63.96923938,0,0,0,0,0,0,50,1,2,1,330,2,MedioBajo,Medio
248,Tlahuac,La turba ,1.536913337,4.49549339,46.56212056,20.04845108,26.77807249,5.035623674,0.957674682,0.096288565,9.610346519,52.74994473,0,0,0,0,0,0,50,1,2,1,1106.1,2,MedioBajo,Medio
249,Xochimilco,Jardines del Sur,2.300547234,4.569400517,46.6843621,21.301165,32.13841053,6.805506663,10.2097709,0.172422716,8.252036123,50.05516279,1,0,1,0,0,0,110,2,3,1,2700,1,MedioAlto,Medio
250,Tlahuac,Las arboledas,1.536913337,4.49549339,46.56212056,20.04845108,26.77807249,5.035623674,0.957674682,0.096288565,9.610346519,52.74994473,0,0,0,0,0,0,55,1,2,1,505.84,2,MedioBajo,Medio
251,Alvaro Obregon,Tetelpan,1.339167466,5.683629831,42.85247393,17.83120804,23.73768817,3.189615113,0.282936656,0.026174133,6.976225541,36.60403866,1,1,0,0,1,1,109,2,2,2,5547.8,1,MedioAlto,Medio
252,Gustavo A. Madero,Santa Rosa,1.399837678,4.985392208,40.21470855,18.20506477,25.42147819,2.923867139,0.295210496,0.048856571,9.532578887,43.85910774,1,0,0,0,0,1,60,1,2,1,619.9,2,MedioBajo,Medio
253,Iztapalapa,Santa Martha Acatitla,1.857685118,5.622804973,47.82131159,21.69379967,32.20292505,4.541025503,0.705162313,0.167437985,9.555907492,50.08134928,0,0,0,0,0,0,53,1,2,1,295,2,MedioBajo,Medio
254,Tlahuac,Los Olivos,1.536913337,4.49549339,46.56212056,20.04845108,26.77807249,5.035623674,0.957674682,0.096288565,9.610346519,52.74994473,1,1,1,1,1,1,50,2,2,1,1300,2,MedioBajo,Medio
255,Tlahuac,La turba,1.536913337,4.49549339,46.56212056,20.04845108,26.77807249,5.035623674,0.957674682,0.096288565,9.610346519,52.74994473,1,0,0,0,0,0,51,1,2,1,115.7,2,MedioBajo,Medio
256,Iztapalapa,Lomas Estrella,1.857685118,5.622804973,47.82131159,21.69379967,32.20292505,4.541025503,0.705162313,0.167437985,9.555907492,50.08134928,1,0,0,0,0,0,65,1,2,1,780,2,MedioBajo,Medio
257,Coyoacan,Pedregal de Santo Domingo,0.771833742,4.983508537,32.91477099,10.97406485,24.5511088,1.695343039,0.048384471,0.030823144,5.469806583,25.71402305,1,0,0,0,1,1,52,1,2,1,1872.925,2,MedioBajo,Medio
258,Gustavo A. Madero,Zacatenco Lindavista,1.399837678,4.985392208,40.21470855,18.20506477,25.42147819,2.923867139,0.295210496,0.048856571,9.532578887,43.85910774,1,0,0,0,0,1,60,1,2,1,317.218,2,MedioBajo,Medio
259,Xochimilco,Jardines del Sur ,2.300547234,4.569400517,46.6843621,21.301165,32.13841053,6.805506663,10.2097709,0.172422716,8.252036123,50.05516279,1,0,0,0,1,1,110,2,2,1,2900,1,MedioAlto,Medio
260,Cuajimalpa,Lomas de Vista Hermosa,1.550908649,5.758376509,44.36011892,18.8977341,24.41593758,4.172703474,0.428649601,0.061151295,6.675828044,39.64775501,1,1,0,1,1,1,462,3,4,2,28000,0,AltoAlto,Alto
261,Gustavo A. Madero,San Pedro El Chico,1.399837678,4.985392208,40.21470855,18.20506477,25.42147819,2.923867139,0.295210496,0.048856571,9.532578887,43.85910774,1,0,0,0,0,1,58,1,2,1,890,2,MedioBajo,Medio
262,Tlahuac,Las arboledas ,1.536913337,4.49549339,46.56212056,20.04845108,26.77807249,5.035623674,0.957674682,0.096288565,9.610346519,52.74994473,0,0,0,0,0,0,47,1,2,1,700,2,MedioBajo,Medio
263,Alvaro Obregon,Independencia San Ramón,1.339167466,5.683629831,42.85247393,17.83120804,23.73768817,3.189615113,0.282936656,0.026174133,6.976225541,36.60403866,1,0,0,0,1,0,53,1,2,2,3300,1,MedioAlto,Medio
264,Cuahtemoc,Roma Norte,0.903102939,6.775808669,42.08900539,12.23355674,26.82689384,1.703202069,0.10980282,0.047522468,6.214708064,30.68072239,1,1,0,0,1,1,43,1,1,0,3542.941,1,MedioAlto,Medio
265,Alvaro Obregon,Santa Fe,1.339167466,5.683629831,42.85247393,17.83120804,23.73768817,3.189615113,0.282936656,0.026174133,6.976225541,36.60403866,1,1,1,1,1,1,160,2,3,2,7400,1,MedioAlto,Medio
266,Tlalpan,Héroes de Padierna,1.394145868,4.602689024,40.26138524,16.53082059,27.88269774,3.714119071,3.909596219,0.07706095,6.224293847,36.76328842,1,1,0,0,1,0,89,2,2,1,2180,2,MedioBajo,Medio
267,Cuajimalpa,Bosques de las Lomas,1.550908649,5.758376509,44.36011892,18.8977341,24.41593758,4.172703474,0.428649601,0.061151295,6.675828044,39.64775501,1,0,0,0,1,1,250,3,3,3,12500,3,AltoBajo,Alto
268,La Magdalena Contreras,Héroes de Padierna,1.857685118,5.622804973,47.82131159,21.69379967,32.20292505,4.541025503,0.705162313,0.167437985,9.555907492,50.08134928,1,1,0,1,1,1,447,5,4,3,15500,3,AltoBajo,Alto
269,Venustiano Carranza,Romero Rubio,1.024372742,6.37400969,43.62497337,16.35122504,28.24529055,2.280092264,0.055234173,0.03580462,8.154876925,39.08365943,1,0,0,0,0,0,70,1,2,1,683.333,2,MedioBajo,Medio
270,Alvaro Obregon,Los alpes,1.339167466,5.683629831,42.85247393,17.83120804,23.73768817,3.189615113,0.282936656,0.026174133,6.976225541,36.60403866,1,0,0,0,1,1,110,2,3,2,6300,1,MedioAlto,Medio
271,Alvaro Obregon,Florida,1.339167466,5.683629831,42.85247393,17.83120804,23.73768817,3.189615113,0.282936656,0.026174133,6.976225541,36.60403866,1,0,0,0,0,1,196,3,3,2,9900,3,AltoBajo,Alto
272,Benito Juárez,Del Valle,0.351537719,6.230001723,31.69590681,6.071808901,20.07138209,0.476854065,0.025016823,0.019991669,3.169090089,15.14962654,1,0,0,0,1,1,74,2,2,1,3900.249,1,MedioAlto,Medio
273,Alvaro Obregon,San Jose del Olivar,1.339167466,5.683629831,42.85247393,17.83120804,23.73768817,3.189615113,0.282936656,0.026174133,6.976225541,36.60403866,1,0,0,0,1,1,120,3,3,2,4900,1,MedioAlto,Medio
274,Cuajimalpa,Cooperativa Palo Alto,1.550908649,5.758376509,44.36011892,18.8977341,24.41593758,4.172703474,0.428649601,0.061151295,6.675828044,39.64775501,1,0,0,0,0,0,142,3.5,3,3,10175.455,3,AltoBajo,Alto
275,Alvaro Obregon,San Angel,1.339167466,5.683629831,42.85247393,17.83120804,23.73768817,3.189615113,0.282936656,0.026174133,6.976225541,36.60403866,1,1,0,1,1,1,97,2,3,2,5450,1,MedioAlto,Medio
276,Venustiano Carranza,Zona Centro,1.024372742,6.37400969,43.62497337,16.35122504,28.24529055,2.280092264,0.055234173,0.03580462,8.154876925,39.08365943,1,0,0,0,0,1,90,1,2,2,637.65,2,MedioBajo,Medio
277,Alvaro Obregon,San Angel,1.339167466,5.683629831,42.85247393,17.83120804,23.73768817,3.189615113,0.282936656,0.026174133,6.976225541,36.60403866,1,1,0,1,1,1,60,1,1,1,3777.815,1,MedioAlto,Medio
278,Coyoacan,Pedregal de Santo Domingo,0.771833742,4.983508537,32.91477099,10.97406485,24.5511088,1.695343039,0.048384471,0.030823144,5.469806583,25.71402305,1,0,0,0,0,0,84,2,3,2,2800,1,MedioAlto,Medio
279,Coyoacan,SANTA URSULA,0.771833742,4.983508537,32.91477099,10.97406485,24.5511088,1.695343039,0.048384471,0.030823144,5.469806583,25.71402305,1,0,0,0,0,0,70,2,2,2,2000,2,MedioBajo,Medio
280,Tlahuac,Miguel Hidalgo ,1.536913337,4.49549339,46.56212056,20.04845108,26.77807249,5.035623674,0.957674682,0.096288565,9.610346519,52.74994473,1,0,0,0,0,0,60,2,2,1,1700,2,MedioBajo,Medio
281,Cuajimalpa,Lomas del Chamizal,1.550908649,5.758376509,44.36011892,18.8977341,24.41593758,4.172703474,0.428649601,0.061151295,6.675828044,39.64775501,1,1,0,1,1,1,330,3,3,3,13000,3,AltoBajo,Alto
282,Iztapalapa,Gavilán,1.857685118,5.622804973,47.82131159,21.69379967,32.20292505,4.541025503,0.705162313,0.167437985,9.555907492,50.08134928,1,0,0,0,0,0,70,1,2,1,1300,2,MedioBajo,Medio
283,Tlahuac,Las arboledas ,1.536913337,4.49549339,46.56212056,20.04845108,26.77807249,5.035623674,0.957674682,0.096288565,9.610346519,52.74994473,0,0,0,0,0,0,60,1,2,1,789.999,2,MedioBajo,Medio
284,Gustavo A. Madero,San Bartolo Atepehucan,1.399837678,4.985392208,40.21470855,18.20506477,25.42147819,2.923867139,0.295210496,0.048856571,9.532578887,43.85910774,1,0,0,0,1,1,200,2,3,1,746.419,2,MedioBajo,Medio
285,Tlalpan,San Nicolás,1.394145868,4.602689024,40.26138524,16.53082059,27.88269774,3.714119071,3.909596219,0.07706095,6.224293847,36.76328842,1,1,0,0,1,1,87,2,2,1,2365.74,2,MedioBajo,Medio
286,Iztapalapa,Tepalcates,1.857685118,5.622804973,47.82131159,21.69379967,32.20292505,4.541025503,0.705162313,0.167437985,9.555907492,50.08134928,1,0,0,0,0,0,56,1,2,1,265,2,MedioBajo,Medio
287,Coyoacan,Romero de Terrero,0.771833742,4.983508537,32.91477099,10.97406485,24.5511088,1.695343039,0.048384471,0.030823144,5.469806583,25.71402305,1,0,0,0,0,1,82,1,3,1,2900,1,MedioAlto,Medio
288,Coyoacan,Insurgentes San Angel,0.771833742,4.983508537,32.91477099,10.97406485,24.5511088,1.695343039,0.048384471,0.030823144,5.469806583,25.71402305,1,1,0,1,1,1,94,2,2,2,4950,1,MedioAlto,Medio
289,Xochimilco,Jardines del Sur,2.300547234,4.569400517,46.6843621,21.301165,32.13841053,6.805506663,10.2097709,0.172422716,8.252036123,50.05516279,1,0,0,0,0,0,61,1,2,1,1900,2,MedioBajo,Medio
290,Alvaro Obregon,San Angel,1.339167466,5.683629831,42.85247393,17.83120804,23.73768817,3.189615113,0.282936656,0.026174133,6.976225541,36.60403866,1,0,0,1,1,1,65,1,1,1,3900,1,MedioAlto,Medio
291,Coyoacan,Cuicuilco,0.771833742,4.983508537,32.91477099,10.97406485,24.5511088,1.695343039,0.048384471,0.030823144,5.469806583,25.71402305,1,0,0,0,0,1,182,2,3,1,1130,2,MedioBajo,Medio
292,Tlahuac,Villa Centroamérica ,1.536913337,4.49549339,46.56212056,20.04845108,26.77807249,5.035623674,0.957674682,0.096288565,9.610346519,52.74994473,1,0,0,0,0,0,48,1,2,0,547,2,MedioBajo,Medio
293,Cuahtemoc,Río Pánuco,0.903102939,6.775808669,42.08900539,12.23355674,26.82689384,1.703202069,0.10980282,0.047522468,6.214708064,30.68072239,1,0,0,0,1,1,93,2,2,1,5950,1,MedioAlto,Medio
294,Cuahtemoc,Sabino,0.903102939,6.775808669,42.08900539,12.23355674,26.82689384,1.703202069,0.10980282,0.047522468,6.214708064,30.68072239,1,0,0,0,1,0,70,2,2,1,3090,1,MedioAlto,Medio
295,Coyoacan,Pedregal de Carrasco,0.771833742,4.983508537,32.91477099,10.97406485,24.5511088,1.695343039,0.048384471,0.030823144,5.469806583,25.71402305,1,1,0,1,1,1,86,2,2,2,4108.803,1,MedioAlto,Medio
296,Iztapalapa,Paseo de churubusco,1.857685118,5.622804973,47.82131159,21.69379967,32.20292505,4.541025503,0.705162313,0.167437985,9.555907492,50.08134928,1,0,0,0,0,0,450,3,4,3,8500,1,MedioAlto,Medio
297,Tlahuac,La draga,1.536913337,4.49549339,46.56212056,20.04845108,26.77807249,5.035623674,0.957674682,0.096288565,9.610346519,52.74994473,1,0,0,0,0,0,46,1,2,1,950,2,MedioBajo,Medio
298,Tlahuac,Miguel Hidalgo ,1.536913337,4.49549339,46.56212056,20.04845108,26.77807249,5.035623674,0.957674682,0.096288565,9.610346519,52.74994473,1,0,0,0,0,0,60,2,2,1,2000,2,MedioBajo,Medio
299,Iztapalapa,San Andrés Tetepilco,1.857685118,5.622804973,47.82131159,21.69379967,32.20292505,4.541025503,0.705162313,0.167437985,9.555907492,50.08134928,1,0,0,0,0,0,86,1,3,1,2624,1,MedioAlto,Medio
300,Alvaro Obregon,Paseo de las lomas,1.339167466,5.683629831,42.85247393,17.83120804,23.73768817,3.189615113,0.282936656,0.026174133,6.976225541,36.60403866,1,1,0,1,1,1,155,2,3,2,7350,1,MedioAlto,Medio
301,Azcapotzalco,Santa Cruz de las Salinas,0.962085555,5.968981133,38.9928995,15.50142067,20.60839823,1.83178199,0.458096977,0.03128955,7.574512784,35.21970538,1,1,0,0,1,1,61,2,2,1,2328.441,2,MedioBajo,Medio
302,Azcapotzalco,Nueva Santa maria,0.962085555,5.968981133,38.9928995,15.50142067,20.60839823,1.83178199,0.458096977,0.03128955,7.574512784,35.21970538,1,0,0,0,0,1,81,1,2,1,3465,1,MedioAlto,Medio
303,Azcapotzalco,San Isidro,0.962085555,5.968981133,38.9928995,15.50142067,20.60839823,1.83178199,0.458096977,0.03128955,7.574512784,35.21970538,1,0,0,0,0,1,70,3,2,1,2500,1,MedioAlto,Medio
304,Iztapalapa,Tepalcates,1.857685118,5.622804973,47.82131159,21.69379967,32.20292505,4.541025503,0.705162313,0.167437985,9.555907492,50.08134928,1,0,0,0,0,0,46,1,2,1,776.86,2,MedioBajo,Medio
305,Benito Juárez,Narvarte,0.351537719,6.230001723,31.69590681,6.071808901,20.07138209,0.476854065,0.025016823,0.019991669,3.169090089,15.14962654,1,0,0,0,1,1,66,2,2,2,5115,1,MedioAlto,Medio
306,Alvaro Obregon,Paseo de las lomas,1.339167466,5.683629831,42.85247393,17.83120804,23.73768817,3.189615113,0.282936656,0.026174133,6.976225541,36.60403866,1,1,0,1,1,1,129,2,2,2,6200,1,MedioAlto,Medio
307,Iztapalapa,San Miguel,1.857685118,5.622804973,47.82131159,21.69379967,32.20292505,4.541025503,0.705162313,0.167437985,9.555907492,50.08134928,1,0,0,0,0,0,49,1,2,1,441.84,2,MedioBajo,Medio
308,La Magdalena Contreras,San Jerónimo Líndice,1.857685118,5.622804973,47.82131159,21.69379967,32.20292505,4.541025503,0.705162313,0.167437985,9.555907492,50.08134928,1,1,0,0,1,1,112,2,2,1,3100,1,MedioAlto,Medio
309,Tlahuac,Miguel Hidalgo ,1.536913337,4.49549339,46.56212056,20.04845108,26.77807249,5.035623674,0.957674682,0.096288565,9.610346519,52.74994473,0,0,0,0,0,0,50,1,2,1,1100,2,MedioBajo,Medio
310,Alvaro Obregon,Santa Fe,1.339167466,5.683629831,42.85247393,17.83120804,23.73768817,3.189615113,0.282936656,0.026174133,6.976225541,36.60403866,1,1,0,1,1,1,177,2,3,2,14500,3,AltoBajo,Alto
311,Iztapalapa,Presidentes de México,1.857685118,5.622804973,47.82131159,21.69379967,32.20292505,4.541025503,0.705162313,0.167437985,9.555907492,50.08134928,1,0,0,0,0,0,80,1,2,1,350.994,2,MedioBajo,Medio
312,Miguel Hidalgo,Escandón I,0.611027409,5.569241584,35.5429182,10.4994843,18.45722734,1.058462729,0.068490591,0.026193904,4.49714015,20.12386776,1,0,0,0,1,1,184,2,2,1,8217,1,MedioAlto,Medio
313,Tlahuac,Los olivos ,1.536913337,4.49549339,46.56212056,20.04845108,26.77807249,5.035623674,0.957674682,0.096288565,9.610346519,52.74994473,1,0,0,0,0,0,50,1,2,1,730,2,MedioBajo,Medio
314,Alvaro Obregon,Santa Fe,1.339167466,5.683629831,42.85247393,17.83120804,23.73768817,3.189615113,0.282936656,0.026174133,6.976225541,36.60403866,1,0,0,1,1,1,217,3,3,2,7500,1,MedioAlto,Medio
315,Gustavo A. Madero,San Juan de Aragón,1.399837678,4.985392208,40.21470855,18.20506477,25.42147819,2.923867139,0.295210496,0.048856571,9.532578887,43.85910774,1,0,0,0,0,0,63,1,2,1,488.138,2,MedioBajo,Medio
316,Coyoacan,Paseos de Taxqueñ,0.771833742,4.983508537,32.91477099,10.97406485,24.5511088,1.695343039,0.048384471,0.030823144,5.469806583,25.71402305,1,0,0,0,1,0,90,1,2,2,1170,2,MedioBajo,Medio
317,Iztapalapa,Chinampac,1.857685118,5.622804973,47.82131159,21.69379967,32.20292505,4.541025503,0.705162313,0.167437985,9.555907492,50.08134928,1,0,0,0,0,0,60,1,2,1,370,2,MedioBajo,Medio
318,Iztapalapa,Tepalcates,1.857685118,5.622804973,47.82131159,21.69379967,32.20292505,4.541025503,0.705162313,0.167437985,9.555907492,50.08134928,1,0,0,0,0,0,62,1,2,1,1200,2,MedioBajo,Medio
319,Alvaro Obregon,Jardines del Pedregal,1.339167466,5.683629831,42.85247393,17.83120804,23.73768817,3.189615113,0.282936656,0.026174133,6.976225541,36.60403866,1,0,0,0,0,0,136,2,3,2,4250,1,MedioAlto,Medio
320,Cuahtemoc,Condesa,0.903102939,6.775808669,42.08900539,12.23355674,26.82689384,1.703202069,0.10980282,0.047522468,6.214708064,30.68072239,1,0,0,0,1,0,165,2,2,0,7500,1,MedioAlto,Medio
321,Alvaro Obregon,Rincon de la bolsa,1.339167466,5.683629831,42.85247393,17.83120804,23.73768817,3.189615113,0.282936656,0.026174133,6.976225541,36.60403866,1,1,0,1,1,1,80,2,2,2,4045.435,1,MedioAlto,Medio
322,Iztapalapa,Tepalcates,1.857685118,5.622804973,47.82131159,21.69379967,32.20292505,4.541025503,0.705162313,0.167437985,9.555907492,50.08134928,1,0,0,0,0,0,67,2,3,1,1752.709,2,MedioBajo,Medio
323,Gustavo A. Madero,Guadalupe Tepeyac,1.399837678,4.985392208,40.21470855,18.20506477,25.42147819,2.923867139,0.295210496,0.048856571,9.532578887,43.85910774,1,0,0,0,0,0,70,1,2,0,825.2,2,MedioBajo,Medio
324,Iztapalapa,Rinconada Estrella,1.857685118,5.622804973,47.82131159,21.69379967,32.20292505,4.541025503,0.705162313,0.167437985,9.555907492,50.08134928,1,0,0,0,0,1,85,1,3,1,1695,2,MedioBajo,Medio
325,Gustavo A. Madero,Progreso Nacional,1.399837678,4.985392208,40.21470855,18.20506477,25.42147819,2.923867139,0.295210496,0.048856571,9.532578887,43.85910774,1,0,0,0,0,1,80,1,2,1,499.981,2,MedioBajo,Medio
326,Gustavo A. Madero,Residencial Oriente,1.399837678,4.985392208,40.21470855,18.20506477,25.42147819,2.923867139,0.295210496,0.048856571,9.532578887,43.85910774,1,0,0,0,0,1,80,1,3,1,534.1,2,MedioBajo,Medio
327,Iztapalapa,El vergel,1.857685118,5.622804973,47.82131159,21.69379967,32.20292505,4.541025503,0.705162313,0.167437985,9.555907492,50.08134928,0,0,0,0,0,0,80,1,2,1,491.401,2,MedioBajo,Medio
328,Venustiano Carranza,Cuchilla Pantitlan,1.024372742,6.37400969,43.62497337,16.35122504,28.24529055,2.280092264,0.055234173,0.03580462,8.154876925,39.08365943,1,0,0,0,0,1,50,1,2,2,741,2,MedioBajo,Medio
329,Gustavo A. Madero,Vallejo,1.399837678,4.985392208,40.21470855,18.20506477,25.42147819,2.923867139,0.295210496,0.048856571,9.532578887,43.85910774,1,0,0,0,0,0,60,1,2,1,969.506,2,MedioBajo,Medio
330,Alvaro Obregon,Santa Fe,1.339167466,5.683629831,42.85247393,17.83120804,23.73768817,3.189615113,0.282936656,0.026174133,6.976225541,36.60403866,1,1,0,1,1,1,240,2,3,5,13800,3,AltoBajo,Alto
331,Alvaro Obregon,Las aguilas,1.339167466,5.683629831,42.85247393,17.83120804,23.73768817,3.189615113,0.282936656,0.026174133,6.976225541,36.60403866,1,1,0,0,1,1,270,2.5,3,3,9000,3,AltoBajo,Alto
332,Alvaro Obregon,Jardines del Pedregal,1.339167466,5.683629831,42.85247393,17.83120804,23.73768817,3.189615113,0.282936656,0.026174133,6.976225541,36.60403866,1,1,0,1,1,1,196,2,2,3,10290,3,AltoBajo,Alto
333,Azcapotzalco,Santo Tomas,0.962085555,5.968981133,38.9928995,15.50142067,20.60839823,1.83178199,0.458096977,0.03128955,7.574512784,35.21970538,1,0,0,0,0,1,70,2,3,1,2800,1,MedioAlto,Medio
334,Alvaro Obregon,Santa Fe,1.339167466,5.683629831,42.85247393,17.83120804,23.73768817,3.189615113,0.282936656,0.026174133,6.976225541,36.60403866,1,1,0,1,1,1,74,2,2,2,4970,1,MedioAlto,Medio
335,Milpa alta,Nativitas ,2.799420544,3.813899498,51.22951437,23.45615717,30.32311029,8.532997867,6.465903091,0.227029432,13.05936402,63.96923938,0,0,0,0,0,0,42,1,1,1,1280,2,MedioBajo,Medio
336,Gustavo A. Madero,Martín Carrera,1.399837678,4.985392208,40.21470855,18.20506477,25.42147819,2.923867139,0.295210496,0.048856571,9.532578887,43.85910774,1,0,0,0,0,0,74,1,2,1,622.56,2,MedioBajo,Medio
337,Coyoacan,Pedregal de Coyoacan,0.771833742,4.983508537,32.91477099,10.97406485,24.5511088,1.695343039,0.048384471,0.030823144,5.469806583,25.71402305,1,0,0,0,0,0,93,2,3,1,3250,1,MedioAlto,Medio
338,Cuahtemoc,Condesa,0.903102939,6.775808669,42.08900539,12.23355674,26.82689384,1.703202069,0.10980282,0.047522468,6.214708064,30.68072239,1,1,0,1,1,1,93,2,2,2,6231,1,MedioAlto,Medio
339,Venustiano Carranza,Venustiano Carranza,1.024372742,6.37400969,43.62497337,16.35122504,28.24529055,2.280092264,0.055234173,0.03580462,8.154876925,39.08365943,1,0,0,0,1,1,52,2,2,1,246.8,2,MedioBajo,Medio
340,Benito Juárez,Napoles,0.351537719,6.230001723,31.69590681,6.071808901,20.07138209,0.476854065,0.025016823,0.019991669,3.169090089,15.14962654,1,1,0,1,1,1,59,1,1,1,4497.68,1,MedioAlto,Medio
341,Coyoacan,Pedregal de Santo Domingo,0.771833742,4.983508537,32.91477099,10.97406485,24.5511088,1.695343039,0.048384471,0.030823144,5.469806583,25.71402305,1,0,0,0,1,1,51,1,2,1,2150,2,MedioBajo,Medio
342,Venustiano Carranza,Nicolás Bravo,1.024372742,6.37400969,43.62497337,16.35122504,28.24529055,2.280092264,0.055234173,0.03580462,8.154876925,39.08365943,1,0,0,0,0,0,56,1,2,1,578.197,2,MedioBajo,Medio
343,Alvaro Obregon,Jardines del Pedregal,1.339167466,5.683629831,42.85247393,17.83120804,23.73768817,3.189615113,0.282936656,0.026174133,6.976225541,36.60403866,1,1,0,1,1,1,148,2,2,2,15300,3,AltoBajo,Alto
344,Tlahuac,Zapotitla,1.536913337,4.49549339,46.56212056,20.04845108,26.77807249,5.035623674,0.957674682,0.096288565,9.610346519,52.74994473,1,0,0,0,0,0,53,1,2,1,1158,2,MedioBajo,Medio
345,Coyoacan,Pedregal de Carrasco,0.771833742,4.983508537,32.91477099,10.97406485,24.5511088,1.695343039,0.048384471,0.030823144,5.469806583,25.71402305,1,1,1,1,1,1,107,2,2,2,4900,1,MedioAlto,Medio
346,Tlahuac,Tlahuac ,1.536913337,4.49549339,46.56212056,20.04845108,26.77807249,5.035623674,0.957674682,0.096288565,9.610346519,52.74994473,1,0,0,0,0,0,61,2,2,2,2000,2,MedioBajo,Medio
347,Azcapotzalco,Petrolera,0.962085555,5.968981133,38.9928995,15.50142067,20.60839823,1.83178199,0.458096977,0.03128955,7.574512784,35.21970538,1,0,0,0,0,1,114,2,3,2,3549,1,MedioAlto,Medio
348,Milpa alta,Política Milpa Alta,2.799420544,3.813899498,51.22951437,23.45615717,30.32311029,8.532997867,6.465903091,0.227029432,13.05936402,63.96923938,0,0,0,0,0,0,95,1,3,1,1915,2,MedioBajo,Medio
349,Xochimilco,Bosque Residencial del Sur,2.300547234,4.569400517,46.6843621,21.301165,32.13841053,6.805506663,10.2097709,0.172422716,8.252036123,50.05516279,1,0,0,0,1,1,90,2,3,1,2300,2,MedioBajo,Medio
350,Cuajimalpa,Santa Fe,1.550908649,5.758376509,44.36011892,18.8977341,24.41593758,4.172703474,0.428649601,0.061151295,6.675828044,39.64775501,1,1,0,1,1,1,110,2,2,2,9500,3,AltoBajo,Alto
351,Gustavo A. Madero,Vallejo,1.399837678,4.985392208,40.21470855,18.20506477,25.42147819,2.923867139,0.295210496,0.048856571,9.532578887,43.85910774,1,0,0,0,1,1,62.25,2,2,1,2026.466,2,MedioBajo,Medio
352,Alvaro Obregon,Santa Fe,1.339167466,5.683629831,42.85247393,17.83120804,23.73768817,3.189615113,0.282936656,0.026174133,6.976225541,36.60403866,1,1,0,0,1,1,200,4,3,2,8200,1,MedioAlto,Medio
353,Cuajimalpa,Paseo de la Reforma,1.550908649,5.758376509,44.36011892,18.8977341,24.41593758,4.172703474,0.428649601,0.061151295,6.675828044,39.64775501,1,1,0,1,1,1,149,3,2,2,8500,1,MedioAlto,Medio
354,Benito Juárez,Narvarte,0.351537719,6.230001723,31.69590681,6.071808901,20.07138209,0.476854065,0.025016823,0.019991669,3.169090089,15.14962654,1,0,0,0,1,1,98,2,3,2,5300,1,MedioAlto,Medio
355,Tlahuac,Zapotitla,1.536913337,4.49549339,46.56212056,20.04845108,26.77807249,5.035623674,0.957674682,0.096288565,9.610346519,52.74994473,0,0,0,0,0,0,43,1,2,1,725.3,2,MedioBajo,Medio
356,Miguel Hidalgo,Polanco,0.611027409,5.569241584,35.5429182,10.4994843,18.45722734,1.058462729,0.068490591,0.026193904,4.49714015,20.12386776,1,0,0,1,1,1,172,2,3,2,14672,3,AltoBajo,Alto
357,Iztapalapa,Lomas de San Loerenzo,1.857685118,5.622804973,47.82131159,21.69379967,32.20292505,4.541025503,0.705162313,0.167437985,9.555907492,50.08134928,1,0,0,0,0,0,65,1,2,1,1200,2,MedioBajo,Medio
